# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
76 4.9171059e+01 2.2291612e+02 2.1807362e+01 1.9380331e-02 4.0048912e+01 6.2320431e+01 1.7040681e+02 3.3768756e+02
77 4.9608807e+01 2.1955267e+02 2.1741175e+01 2.1171227e-02 4.0269146e+01 6.0629330e+01 1.8775861e+02 3.4206762e+02
78 4.8714745e+01 2.2862051e+02 2.1797928e+01 2.0656209e-02 3.9906219e+01 6.8265266e+01 1.9115131e+02 3.4657293e+02
79 4.8738178e+01 2.2736630e+02 2.2351824e+01 1.3745683e-02 4.0200638e+01 5.7618317e+01 1.8227824e+02 3.5102133e+02
80 4.8669006e+01 2.2560701e+02 2.1736797e+01 1.6490903e-02 3.9715462e+01 6.2394798e+01 1.9453954e+02 3.5560276e+02
81 4.8705662e+01 2.2833089e+02 2.1624601e+01 1.5831266e-02 3.9184387e+01 5.9386345e+01 1.7454408e+02 3.5996803e+02
82 4.8325539e+01 2.0290652e+02 2.1846407e+01 2.0534480e-02 4.0458065e+01 6.2574261e+01 1.8697861e+02 3.6445671e+02
83 4.8098682e+01 1.9808055e+02 2.1552094e+01 1.7945971e-02 4.0214527e+01 6.2747471e+01 1.6016241e+02 3.6883406e+02
84 4.8285519e+01 1.9064401e+02 2.1644180e+01 1.6406102e-02 3.9438728e+01 6.6248657e+01 1.5652689e+02 3.7327941e+02
85 4.8169804e+01 1.8935905e+02 2.1850838e+01 1.7596783e-02 4.0052090e+01 6.3654125e+01 1.6161664e+02 3.7768073e+02
86 4.8144573e+01 1.9405284e+02 2.1729965e+01 1.5755359e-02 3.9373924e+01 5.8859993e+01 1.7248003e+02 3.8213945e+02
87 4.8389462e+01 1.8557480e+02 2.2115583e+01 1.7703913e-02 4.0843037e+01 5.9352535e+01 1.9331586e+02 3.8666129e+02
88 4.8322456e+01 1.9762769e+02 2.1484621e+01 2.0381223e-02 3.9254189e+01 6.6892365e+01 1.7829250e+02 3.9106555e+02
89 4.8264568e+01 2.0473341e+02 2.1575394e+01 2.0267215e-02 4.0311264e+01 5.8471180e+01 1.6816840e+02 3.9543683e+02
90 1.0108977e+02 1.5659319e+09 7.6291260e+01 5.9564743e-02 2.3828973e+02 9.1059991e+02 6.8595894e+03 3.9980772e+02
91 8.0232643e+01 1.2913274e+04 4.5128120e+01 7.6893605e-02 1.0351507e+02 9.3423195e+01 1.4724315e+04 4.0424076e+02
92 6.3654247e+01 9.7931328e+03 2.5752964e+01 3.5491854e-02 4.2383106e+01 7.8929947e+01 5.7571416e+03 4.0872138e+02
93 6.1167099e+01 3.8674746e+03 2.3736588e+01 2.6981372e-02 3.8511326e+01 7.4541222e+01 1.9648751e+03 4.1317558e+02
94 6.1050011e+01 1.4201744e+03 2.3629906e+01 2.6979290e-02 3.6765640e+01 7.3413086e+01 9.8134845e+02 4.1753185e+02
95 5.9096706e+01 1.0279833e+03 2.3043709e+01 2.5281876e-02 3.6382133e+01 7.4300194e+01 9.2969141e+02 4.2190214e+02
96 5.7997601e+01 6.9899664e+02 2.2982450e+01 2.3456607e-02 3.5485207e+01 8.5762787e+01 3.7036600e+02 4.2635703e+02
97 5.6920673e+01 4.6385617e+02 2.2048893e+01 2.0376554e-02 3.5438450e+01 6.9687416e+01 3.6090210e+02 4.3091917e+02
98 5.6108635e+01 4.5972952e+02 2.2470247e+01 1.9780653e-02 3.5907730e+01 7.4741394e+01 4.4248691e+02 4.3535111e+02
99 5.5631023e+01 3.7838205e+02 2.2250147e+01 2.2575127e-02 3.5662945e+01 7.3226990e+01 2.7190451e+02 4.3975876e+02
100 5.5520950e+01 2.8259387e+02 2.2476933e+01 2.6827009e-02 3.6050423e+01 7.0180763e+01 2.1399307e+02 4.4415604e+02
101 5.5316101e+01 2.3314955e+02 2.3002031e+01 1.9569976e-02 3.5970711e+01 6.5264305e+01 2.8096704e+02 4.4855017e+02
102 5.5107376e+01 2.4570505e+02 2.2694658e+01 1.8489378e-02 3.5198692e+01 7.0694244e+01 1.9309465e+02 4.5302584e+02
103 5.4456223e+01 2.6280811e+02 2.2238234e+01 1.8077360e-02 3.5703991e+01 6.6612350e+01 2.5901538e+02 4.5734770e+02
104 5.4323296e+01 2.4122240e+02 2.2277832e+01 1.6038734e-02 3.4939671e+01 6.8014153e+01 2.2832465e+02 4.6172232e+02
105 5.4056782e+01 2.1588170e+02 2.2269308e+01 1.6421754e-02 3.5812855e+01 7.9461754e+01 1.9934587e+02 4.6617308e+02
106 5.4041191e+01 2.3428687e+02 2.2673195e+01 1.5957786e-02 3.5668137e+01 6.9359482e+01 2.1215138e+02 4.7057344e+02
107 5.3899433e+01 2.4503238e+02 2.2535727e+01 1.4965824e-02 3.5630936e+01 6.5359985e+01 2.0455359e+02 4.7502739e+02
108 5.3925900e+01 2.3835358e+02 2.2435232e+01 1.7329421e-02 3.5495945e+01 6.5300011e+01 1.9888000e+02 4.7945710e+02
109 5.3511276e+01 2.8325775e+02 2.2423613e+01 1.4568267e-02 3.5225140e+01 6.4852638e+01 2.4431789e+02 4.8394559e+02
110 5.3671471e+01 2.5538342e+02 2.2383097e+01 1.5316890e-02 3.5076759e+01 6.8861847e+01 2.7007242e+02 4.8835071e+02
111 5.3381073e+01 2.4101753e+02 2.2335434e+01 1.4661821e-02 3.5087727e+01 7.0620605e+01 2.2699164e+02 4.9290558e+02
112 5.4240902e+01 2.5390402e+02 2.2363823e+01 1.3876501e-02 3.6532879e+01 6.6177681e+01 2.2746223e+02 4.9736996e+02
113 5.3626354e+01 2.3673776e+02 2.2421440e+01 1.6924249e-02 3.5241249e+01 6.4233910e+01 1.8014633e+02 5.0193598e+02
114 5.3336739e+01 2.7299286e+02 2.2355827e+01 1.2790273e-02 3.5567902e+01 6.2083549e+01 2.6895331e+02 5.0632635e+02
115 5.3152924e+01 2.5093367e+02 2.2648121e+01 1.6299445e-02 3.5550114e+01 6.6401787e+01 2.5373979e+02 5.1075075e+02
116 5.3148495e+01 2.4096191e+02 2.2374918e+01 1.3668922e-02 3.5570946e+01 6.7802956e+01 2.8299469e+02 5.1522473e+02
117 5.3099155e+01 2.2896506e+02 2.2237486e+01 1.6601201e-02 3.5382942e+01 6.2955143e+01 2.3751381e+02 5.1969661e+02
118 5.3115284e+01 2.3275789e+02 2.2432228e+01 1.6945599e-02 3.6042213e+01 6.3482410e+01 2.6429391e+02 5.2415386e+02
119 5.2863361e+01 2.3354822e+02 2.2443552e+01 1.9154022e-02 3.5576492e+01 6.2874062e+01 2.3384738e+02 5.2861011e+02
120 5.2780506e+01 2.2820384e+02 2.2571802e+01 1.3535734e-02 3.5577682e+01 6.3001385e+01 2.6308948e+02 5.3300819e+02
121 5.2839241e+01 2.4064079e+02 2.2148947e+01 1.3976682e-02 3.5763474e+01 6.2551323e+01 2.4931633e+02 5.3749475e+02
122 5.3251865e+01 2.3879771e+02 2.2249336e+01 1.4836036e-02 3.6104511e+01 6.3173981e+01 2.0449667e+02 5.4184589e+02
123 5.2744041e+01 2.5497600e+02 2.2326765e+01 1.3310482e-02 3.5967567e+01 6.2497993e+01 2.4490096e+02 5.4622172e+02
